"","caseid","year","degree","consci"
"37459",37459,1998,"High School","Only Some"
"37461",37461,1998,"Lt High School","Only Some"
"37463",37463,1998,"Bachelor","Only Some"
"37464",37464,1998,"Lt High School","Only Some"
"37465",37465,1998,"High School","Hardly Any"
"37466",37466,1998,"Bachelor","A Great Deal"
"37469",37469,1998,"Graduate","A Great Deal"
"37470",37470,1998,"Junior College","A Great Deal"
"37471",37471,1998,"Graduate","A Great Deal"
"37473",37473,1998,"Junior College","A Great Deal"
"37474",37474,1998,"Bachelor","Only Some"
"37476",37476,1998,"High School","A Great Deal"
"37478",37478,1998,"High School","Only Some"
"37479",37479,1998,"High School","Only Some"
"37480",37480,1998,"Bachelor","Only Some"
"37483",37483,1998,"Lt High School","Only Some"
"37484",37484,1998,"Junior College","Only Some"
"37486",37486,1998,"Graduate","A Great Deal"
"37487",37487,1998,"High School","Only Some"
"37491",37491,1998,"Junior College","Only Some"
"37492",37492,1998,"Bachelor","Only Some"
"37494",37494,1998,"Bachelor","Only Some"
"37495",37495,1998,"High School","Only Some"
"37496",37496,1998,"Graduate","Only Some"
"37498",37498,1998,"Bachelor","Only Some"
"37500",37500,1998,"High School","Only Some"
"37501",37501,1998,"High School","Only Some"
"37504",37504,1998,"High School","Only Some"
"37506",37506,1998,"High School","Only Some"
"37507",37507,1998,"Junior College","Only Some"
"37508",37508,1998,"Lt High School","Only Some"
"37511",37511,1998,"High School","Only Some"
"37515",37515,1998,"High School","Only Some"
"37516",37516,1998,"High School","Only Some"
"37518",37518,1998,"High School","Only Some"
"37519",37519,1998,"High School","A Great Deal"
"37520",37520,1998,"Bachelor","A Great Deal"
"37521",37521,1998,"High School","A Great Deal"
"37524",37524,1998,"Lt High School","Hardly Any"
"37525",37525,1998,"High School","Hardly Any"
"37526",37526,1998,"High School","Only Some"
"37530",37530,1998,"High School","Only Some"
"37532",37532,1998,"High School","Only Some"
"37533",37533,1998,"High School","Only Some"
"37534",37534,1998,"High School","Only Some"
"37535",37535,1998,"High School","Only Some"
"37537",37537,1998,"High School","A Great Deal"
"37539",37539,1998,"Lt High School","A Great Deal"
"37540",37540,1998,"High School","Only Some"
"37542",37542,1998,"High School","A Great Deal"
"37544",37544,1998,"High School","A Great Deal"
"37547",37547,1998,"High School","Only Some"
"37548",37548,1998,"High School","Only Some"
"37549",37549,1998,"Lt High School","A Great Deal"
"37551",37551,1998,"Bachelor","A Great Deal"
"37552",37552,1998,"Bachelor","A Great Deal"
"37554",37554,1998,"High School","Only Some"
"37557",37557,1998,"High School","Only Some"
"37560",37560,1998,"High School","Only Some"
"37561",37561,1998,"High School","A Great Deal"
"37562",37562,1998,"High School","Only Some"
"37563",37563,1998,"High School","A Great Deal"
"37565",37565,1998,"High School","Only Some"
"37566",37566,1998,"High School","Only Some"
"37568",37568,1998,"High School","A Great Deal"
"37571",37571,1998,"Bachelor","A Great Deal"
"37575",37575,1998,"Lt High School","Only Some"
"37577",37577,1998,"Junior College","A Great Deal"
"37578",37578,1998,"Junior College","Only Some"
"37579",37579,1998,"Graduate","A Great Deal"
"37580",37580,1998,"Junior College","Only Some"
"37581",37581,1998,"High School","Only Some"
"37583",37583,1998,"High School","Only Some"
"37586",37586,1998,"High School","A Great Deal"
"37587",37587,1998,"High School","A Great Deal"
"37588",37588,1998,"High School","Only Some"
"37589",37589,1998,"High School","Hardly Any"
"37592",37592,1998,"High School","Only Some"
"37593",37593,1998,"Lt High School","Hardly Any"
"37595",37595,1998,"High School","Hardly Any"
"37596",37596,1998,"High School","Only Some"
"37600",37600,1998,"Bachelor","Only Some"
"37601",37601,1998,"High School","A Great Deal"
"37602",37602,1998,"High School","A Great Deal"
"37603",37603,1998,"High School","A Great Deal"
"37604",37604,1998,"High School","Only Some"
"37605",37605,1998,"Junior College","A Great Deal"
"37607",37607,1998,"High School","A Great Deal"
"37611",37611,1998,"Bachelor","A Great Deal"
"37612",37612,1998,"High School","Only Some"
"37613",37613,1998,"Bachelor","A Great Deal"
"37614",37614,1998,"High School","Only Some"
"37615",37615,1998,"High School","Hardly Any"
"37616",37616,1998,"High School","Only Some"
"37617",37617,1998,"Bachelor","A Great Deal"
"37619",37619,1998,"High School","A Great Deal"
"37620",37620,1998,"High School","Only Some"
"37622",37622,1998,"High School","Hardly Any"
"37623",37623,1998,"High School","A Great Deal"
"37624",37624,1998,"High School","A Great Deal"
"37625",37625,1998,"Bachelor","Only Some"
"37628",37628,1998,"Bachelor","A Great Deal"
"37633",37633,1998,"Lt High School","Hardly Any"
"37635",37635,1998,"High School","Hardly Any"
"37636",37636,1998,"High School","A Great Deal"
"37639",37639,1998,"Lt High School","Only Some"
"37640",37640,1998,"High School","A Great Deal"
"37641",37641,1998,"High School","A Great Deal"
"37643",37643,1998,"Junior College","A Great Deal"
"37645",37645,1998,"Lt High School","Hardly Any"
"37646",37646,1998,"High School","Only Some"
"37647",37647,1998,"Lt High School","Hardly Any"
"37648",37648,1998,"Bachelor","Hardly Any"
"37649",37649,1998,"Lt High School","Only Some"
"37654",37654,1998,"Junior College","Only Some"
"37661",37661,1998,"High School","A Great Deal"
"37662",37662,1998,"Lt High School","A Great Deal"
"37664",37664,1998,"High School","Only Some"
"37665",37665,1998,"High School","Only Some"
"37668",37668,1998,"High School","A Great Deal"
"37669",37669,1998,"High School","Hardly Any"
"37671",37671,1998,"High School","Only Some"
"37672",37672,1998,"High School","Only Some"
"37676",37676,1998,"Bachelor","A Great Deal"
"37677",37677,1998,"High School","A Great Deal"
"37678",37678,1998,"High School","Only Some"
"37680",37680,1998,"Graduate","Only Some"
"37684",37684,1998,"High School","Hardly Any"
"37686",37686,1998,"High School","Only Some"
"37687",37687,1998,"Bachelor","Only Some"
"37688",37688,1998,"Bachelor","A Great Deal"
"37690",37690,1998,"High School","Only Some"
"37691",37691,1998,"Lt High School","Only Some"
"37692",37692,1998,"High School","Only Some"
"37693",37693,1998,"Junior College","A Great Deal"
"37694",37694,1998,"High School","Only Some"
"37699",37699,1998,"High School","Only Some"
"37700",37700,1998,"High School","Only Some"
"37701",37701,1998,"Graduate","Only Some"
"37702",37702,1998,"High School","Hardly Any"
"37703",37703,1998,"High School","Only Some"
"37705",37705,1998,"High School","A Great Deal"
"37706",37706,1998,"High School","A Great Deal"
"37707",37707,1998,"Junior College","A Great Deal"
"37709",37709,1998,"High School","Hardly Any"
"37710",37710,1998,"Junior College","A Great Deal"
"37712",37712,1998,"High School","Only Some"
"37713",37713,1998,"Graduate","A Great Deal"
"37715",37715,1998,"Junior College","A Great Deal"
"37719",37719,1998,"High School","A Great Deal"
"37720",37720,1998,"Junior College","Only Some"
"37721",37721,1998,"High School","A Great Deal"
"37722",37722,1998,"High School","A Great Deal"
"37723",37723,1998,"High School","Only Some"
"37724",37724,1998,"Lt High School","A Great Deal"
"37725",37725,1998,"High School","A Great Deal"
"37729",37729,1998,"Junior College","A Great Deal"
"37730",37730,1998,"Bachelor","Only Some"
"37731",37731,1998,"High School","Only Some"
"37732",37732,1998,"High School","A Great Deal"
"37739",37739,1998,"High School","Only Some"
"37741",37741,1998,"High School","A Great Deal"
"37743",37743,1998,"Lt High School","Only Some"
"37744",37744,1998,"High School","Only Some"
"37745",37745,1998,"High School","Only Some"
"37748",37748,1998,"Lt High School","Hardly Any"
"37749",37749,1998,"High School","Only Some"
"37750",37750,1998,"Lt High School","Hardly Any"
"37753",37753,1998,"High School","Only Some"
"37754",37754,1998,"High School","Hardly Any"
"37757",37757,1998,"High School","Only Some"
"37758",37758,1998,"Junior College","Only Some"
"37759",37759,1998,"High School","A Great Deal"
"37760",37760,1998,"High School","Only Some"
"37761",37761,1998,"High School","Only Some"
"37762",37762,1998,"High School","Only Some"
"37764",37764,1998,"High School","Only Some"
"37765",37765,1998,"Lt High School","Only Some"
"37766",37766,1998,"High School","Only Some"
"37769",37769,1998,"High School","Only Some"
"37770",37770,1998,"High School","Only Some"
"37771",37771,1998,"High School","Only Some"
"37772",37772,1998,"Bachelor","Only Some"
"37774",37774,1998,"Junior College","A Great Deal"
"37775",37775,1998,"High School","A Great Deal"
"37777",37777,1998,"High School","A Great Deal"
"37779",37779,1998,"High School","Only Some"
"37780",37780,1998,"High School","A Great Deal"
"37782",37782,1998,"Bachelor","A Great Deal"
"37783",37783,1998,"High School","A Great Deal"
"37786",37786,1998,"Lt High School","Only Some"
"37788",37788,1998,"High School","Only Some"
"37789",37789,1998,"High School","A Great Deal"
"37791",37791,1998,"High School","A Great Deal"
"37792",37792,1998,"High School","A Great Deal"
"37793",37793,1998,"High School","A Great Deal"
"37794",37794,1998,"High School","Only Some"
"37800",37800,1998,"Lt High School","Only Some"
"37801",37801,1998,"Junior College","Only Some"
"37802",37802,1998,"Lt High School","Only Some"
"37803",37803,1998,"High School","Only Some"
"37804",37804,1998,"High School","A Great Deal"
"37805",37805,1998,"High School","Only Some"
"37806",37806,1998,"High School","Only Some"
"37807",37807,1998,"High School","Only Some"
"37809",37809,1998,"Bachelor","Only Some"
"37810",37810,1998,"High School","A Great Deal"
"37811",37811,1998,"High School","Hardly Any"
"37812",37812,1998,"Junior College","A Great Deal"
"37813",37813,1998,"Lt High School","A Great Deal"
"37814",37814,1998,"High School","Only Some"
"37815",37815,1998,"High School","Only Some"
"37817",37817,1998,"High School","Only Some"
"37823",37823,1998,"High School","Only Some"
"37824",37824,1998,"Junior College","A Great Deal"
"37827",37827,1998,"Lt High School","A Great Deal"
"37828",37828,1998,"High School","Hardly Any"
"37830",37830,1998,"High School","Only Some"
"37832",37832,1998,"High School","Only Some"
"37833",37833,1998,"High School","Only Some"
"37836",37836,1998,"Bachelor","Only Some"
"37837",37837,1998,"High School","A Great Deal"
"37839",37839,1998,"Bachelor","A Great Deal"
"37840",37840,1998,"Lt High School","Hardly Any"
"37842",37842,1998,"High School","A Great Deal"
"37843",37843,1998,"Bachelor","Only Some"
"37844",37844,1998,"High School","A Great Deal"
"37845",37845,1998,"High School","Only Some"
"37847",37847,1998,"Lt High School","Hardly Any"
"37848",37848,1998,"High School","Hardly Any"
"37849",37849,1998,"High School","A Great Deal"
"37852",37852,1998,"High School","Hardly Any"
"37853",37853,1998,"High School","Only Some"
"37854",37854,1998,"Bachelor","A Great Deal"
"37857",37857,1998,"High School","A Great Deal"
"37858",37858,1998,"High School","Only Some"
"37860",37860,1998,"High School","A Great Deal"
"37862",37862,1998,"Lt High School","Only Some"
"37864",37864,1998,"Bachelor","Only Some"
"37867",37867,1998,"Lt High School","Only Some"
"37868",37868,1998,"High School","A Great Deal"
"37870",37870,1998,"High School","Only Some"
"37871",37871,1998,"Lt High School","A Great Deal"
"37872",37872,1998,"High School","A Great Deal"
"37873",37873,1998,"Junior College","A Great Deal"
"37875",37875,1998,"High School","Only Some"
"37876",37876,1998,"High School","A Great Deal"
"37877",37877,1998,"Lt High School","Only Some"
"37879",37879,1998,"High School","A Great Deal"
"37882",37882,1998,"High School","A Great Deal"
"37884",37884,1998,"High School","Only Some"
"37885",37885,1998,"High School","A Great Deal"
"37886",37886,1998,"Graduate","A Great Deal"
"37887",37887,1998,"High School","A Great Deal"
"37889",37889,1998,"High School","A Great Deal"
"37891",37891,1998,"Lt High School","Only Some"
"37892",37892,1998,"Bachelor","A Great Deal"
"37894",37894,1998,"High School","Only Some"
"37898",37898,1998,"Lt High School","Hardly Any"
"37899",37899,1998,"High School","Hardly Any"
"37900",37900,1998,"High School","A Great Deal"
"37902",37902,1998,"High School","Hardly Any"
"37903",37903,1998,"High School","A Great Deal"
"37904",37904,1998,"High School","Only Some"
"37906",37906,1998,"High School","A Great Deal"
"37908",37908,1998,"High School","Only Some"
"37909",37909,1998,"High School","Only Some"
"37911",37911,1998,"High School","Only Some"
"37913",37913,1998,"High School","Only Some"
"37914",37914,1998,"High School","Only Some"
"37919",37919,1998,"Lt High School","Only Some"
"37920",37920,1998,"Junior College","A Great Deal"
"37921",37921,1998,"High School","Only Some"
"37922",37922,1998,"High School","Hardly Any"
"37923",37923,1998,"High School","Only Some"
"37927",37927,1998,"High School","A Great Deal"
"37928",37928,1998,"High School","Only Some"
"37930",37930,1998,"High School","Only Some"
"37931",37931,1998,"High School","Only Some"
"37934",37934,1998,"Junior College","Only Some"
"37935",37935,1998,"High School","A Great Deal"
"37937",37937,1998,"Graduate","Only Some"
"37939",37939,1998,"High School","Only Some"
"37940",37940,1998,"High School","Only Some"
"37941",37941,1998,"Graduate","A Great Deal"
"37943",37943,1998,"High School","Only Some"
"37945",37945,1998,"High School","Only Some"
"37946",37946,1998,"Junior College","Only Some"
"37947",37947,1998,"Lt High School","Hardly Any"
"37948",37948,1998,"Graduate","A Great Deal"
"37952",37952,1998,"Bachelor","A Great Deal"
"37953",37953,1998,"Bachelor","A Great Deal"
"37954",37954,1998,"Junior College","A Great Deal"
"37955",37955,1998,"High School","Only Some"
"37956",37956,1998,"High School","A Great Deal"
"37957",37957,1998,"High School","A Great Deal"
"37962",37962,1998,"High School","A Great Deal"
"37963",37963,1998,"High School","A Great Deal"
"37965",37965,1998,"Lt High School","Only Some"
"37966",37966,1998,"High School","A Great Deal"
"37967",37967,1998,"Lt High School","A Great Deal"
"37968",37968,1998,"High School","Only Some"
"37970",37970,1998,"High School","Only Some"
"37972",37972,1998,"Graduate","Hardly Any"
"37973",37973,1998,"Lt High School","A Great Deal"
"37974",37974,1998,"Lt High School","A Great Deal"
"37975",37975,1998,"High School","A Great Deal"
"37977",37977,1998,"High School","A Great Deal"
"37978",37978,1998,"Lt High School","Only Some"
"37981",37981,1998,"High School","Only Some"
"37982",37982,1998,"High School","A Great Deal"
"37983",37983,1998,"High School","Only Some"
"37984",37984,1998,"High School","A Great Deal"
"37985",37985,1998,"High School","Only Some"
"37987",37987,1998,"High School","Only Some"
"37992",37992,1998,"High School","Only Some"
"37994",37994,1998,"High School","Only Some"
"37995",37995,1998,"Lt High School","A Great Deal"
"37996",37996,1998,"High School","A Great Deal"
"37997",37997,1998,"High School","Only Some"
"37999",37999,1998,"High School","A Great Deal"
"38000",38000,1998,"Lt High School","Only Some"
"38003",38003,1998,"High School","Only Some"
"38004",38004,1998,"High School","A Great Deal"
"38006",38006,1998,"High School","Only Some"
"38007",38007,1998,"Lt High School","A Great Deal"
"38011",38011,1998,"High School","A Great Deal"
"38013",38013,1998,"Bachelor","Only Some"
"38014",38014,1998,"High School","Only Some"
"38015",38015,1998,"High School","Only Some"
"38016",38016,1998,"High School","Only Some"
"38018",38018,1998,"Bachelor","A Great Deal"
"38019",38019,1998,"High School","A Great Deal"
"38023",38023,1998,"Junior College","Only Some"
"38024",38024,1998,"High School","Only Some"
"38027",38027,1998,"Junior College","A Great Deal"
"38029",38029,1998,"High School","A Great Deal"
"38035",38035,1998,"High School","Only Some"
"38036",38036,1998,"High School","Only Some"
"38037",38037,1998,"High School","A Great Deal"
"38042",38042,1998,"High School","A Great Deal"
"38045",38045,1998,"High School","A Great Deal"
"38047",38047,1998,"Bachelor","Only Some"
"38048",38048,1998,"High School","Hardly Any"
"38049",38049,1998,"High School","Only Some"
"38051",38051,1998,"High School","Hardly Any"
